  Configuration Half
  Location of trees (y/H): -4.30 -2.80 -1.40  0.00  1.50  3.00  4.40
   x/H    y/H    z/H     C*
  0.10  -3.90   1.00 149.08
  0.30  -3.90   0.20 230.59
  0.30  -3.90   0.40 185.54
  0.30  -3.90   0.60 175.89
  0.30  -3.90   0.80 149.08
  0.30  -3.90   1.00 103.60
  0.50  -3.90   0.20 148.00
  0.50  -3.90   0.40 151.22
  0.50  -3.90   0.60 145.86
  0.50  -3.90   0.80 127.63
  0.50  -3.90   1.00  66.60
  0.75  -3.90   0.20 129.77
  0.75  -3.90   0.40 142.64
  0.75  -3.90   0.60 126.56
  0.75  -3.90   0.80 124.41
  0.75  -3.90   1.00  57.59
  1.00  -3.90   0.20 112.61
  1.00  -3.90   0.40 112.61
  1.00  -3.90   0.60 104.35
  1.00  -3.90   0.80  79.26
  1.00  -3.90   1.00  49.55
  1.25  -3.90   0.20  90.09
  1.25  -3.90   0.40 101.57
  1.25  -3.90   0.60  99.53
  1.25  -3.90   0.80  70.57
  1.25  -3.90   1.00  35.29
  1.50  -3.90   0.20  58.67
  1.50  -3.90   0.40  86.23
  1.50  -3.90   0.60  67.57
  1.50  -3.90   0.80  59.09
  1.50  -3.90   1.00  32.71
  1.70  -3.90   0.20  42.47
  1.70  -3.90   0.40  60.92
  1.70  -3.90   0.60  49.66
  1.70  -3.90   0.80  38.29
  1.70  -3.90   1.00  23.59
  1.90  -3.90   0.20  24.56
  1.90  -3.90   0.40  29.06
  1.90  -3.90   0.60  28.42
  1.90  -3.90   0.80  27.99
  1.90  -3.90   1.00  20.91
  0.10  -3.50   0.20 345.35
  0.10  -3.50   0.40 265.98
  0.10  -3.50   0.60 234.88
  0.10  -3.50   0.80 239.17
  0.10  -3.50   1.00 205.92
  0.30  -3.50   0.20 241.31
  0.30  -3.50   0.40 219.86
  0.30  -3.50   0.60 203.78
  0.30  -3.50   0.80 202.70
  0.30  -3.50   1.00 160.88
  0.50  -3.50   0.20 180.18
  0.50  -3.50   0.40 121.19
  0.50  -3.50   0.60 215.57
  0.50  -3.50   0.80 170.53
  0.50  -3.50   1.00 131.92
  0.75  -3.50   0.20 110.47
  0.75  -3.50   0.40 138.35
  0.75  -3.50   0.60 210.21
  0.75  -3.50   0.80 161.95
  0.75  -3.50   1.00 121.19
  1.00  -3.50   0.20 104.46
  1.00  -3.50   0.40 168.38
  1.00  -3.50   0.60 165.16
  1.00  -3.50   0.80 189.83
  1.00  -3.50   1.00 109.39
  1.25  -3.50   0.20  96.95
  1.25  -3.50   0.40 158.73
  1.25  -3.50   0.60 169.46
  1.25  -3.50   0.80 129.77
  1.25  -3.50   1.00  90.84
  1.50  -3.50   0.20  95.45
  1.50  -3.50   0.40 100.60
  1.50  -3.50   0.60 140.50
  1.50  -3.50   0.80 134.06
  1.50  -3.50   1.00  83.12
  1.70  -3.50   0.20  69.82
  1.70  -3.50   0.40  99.10
  1.70  -3.50   0.60 112.61
  1.70  -3.50   0.80  95.88
  1.70  -3.50   1.00  63.28
  1.90  -3.50   0.20  52.23
  1.90  -3.50   0.40  65.32
  1.90  -3.50   0.60  64.89
  1.90  -3.50   0.80  72.07
  1.90  -3.50   1.00  57.49
  0.10  -3.15   0.20 488.39
  0.10  -3.15   0.40 418.06
  0.10  -3.15   0.60 364.08
  0.10  -3.15   0.80 312.56
  0.10  -3.15   1.00 275.91
  0.30  -3.15   0.20 454.06
  0.30  -3.15   0.40 306.56
  0.30  -3.15   0.60 314.33
  0.30  -3.15   0.80 309.22
  0.30  -3.15   1.00 213.46
  0.50  -3.15   0.20 303.50
  0.50  -3.15   0.40 213.97
  0.50  -3.15   0.60 217.74
  0.50  -3.15   0.80 258.15
  0.50  -3.15   1.00 169.63
  0.75  -3.15   0.20 156.19
  0.75  -3.15   0.40 167.49
  0.75  -3.15   0.60 225.69
  0.75  -3.15   0.80 238.70
  0.75  -3.15   1.00 137.93
  1.00  -3.15   0.20 132.78
  1.00  -3.15   0.40 128.34
  1.00  -3.15   0.60 197.77
  1.00  -3.15   0.80 190.13
  1.00  -3.15   1.00 118.17
  1.25  -3.15   0.20 120.61
  1.25  -3.15   0.40 136.21
  1.25  -3.15   0.60 180.15
  1.25  -3.15   0.80 179.01
  1.25  -3.15   1.00 111.22
  1.50  -3.15   0.20 112.89
  1.50  -3.15   0.40 180.21
  1.50  -3.15   0.60 185.56
  1.50  -3.15   0.80 155.20
  1.50  -3.15   1.00  96.51
  1.70  -3.15   0.20  98.55
  1.70  -3.15   0.40 116.66
  1.70  -3.15   0.60 136.41
  1.70  -3.15   0.80 138.99
  1.70  -3.15   1.00  85.06
  1.90  -3.15   0.20  89.34
  1.90  -3.15   0.40  96.71
  1.90  -3.15   0.60 101.43
  1.90  -3.15   0.80 105.44
  1.90  -3.15   1.00  72.84
  0.75  -2.80   0.20 224.06
  0.75  -2.80   0.40 205.66
  0.75  -2.80   0.60 190.85
  0.75  -2.80   0.80 243.27
  0.75  -2.80   1.00 161.71
  1.00  -2.80   0.20 183.04
  1.00  -2.80   0.40 181.32
  1.00  -2.80   0.60 205.86
  1.00  -2.80   0.80 206.92
  1.00  -2.80   1.00 147.59
  1.25  -2.80   0.20 136.44
  1.25  -2.80   0.40 181.88
  1.25  -2.80   0.60 202.88
  1.25  -2.80   0.80 192.24
  1.25  -2.80   1.00 128.16
  0.10  -2.40   0.20 876.28
  0.10  -2.40   0.40 759.99
  0.10  -2.40   0.60 637.09
  0.10  -2.40   0.80 574.02
  0.10  -2.40   1.00 370.21
  0.30  -2.40   0.20 812.95
  0.30  -2.40   0.40 581.05
  0.30  -2.40   0.60 519.18
  0.30  -2.40   0.80 504.12
  0.30  -2.40   1.00 299.69
  0.50  -2.40   0.20 496.31
  0.50  -2.40   0.40 337.26
  0.50  -2.40   0.60 373.24
  0.50  -2.40   0.80 430.14
  0.50  -2.40   1.00 267.13
  0.75  -2.40   0.20 233.79
  0.75  -2.40   0.40 281.78
  0.75  -2.40   0.60 322.45
  0.75  -2.40   0.80 343.68
  0.75  -2.40   1.00 232.52
  1.00  -2.40   0.20 206.29
  1.00  -2.40   0.40 231.11
  1.00  -2.40   0.60 232.18
  1.00  -2.40   0.80 279.81
  1.00  -2.40   1.00 195.22
  1.25  -2.40   0.20 162.18
  1.25  -2.40   0.40 208.40
  1.25  -2.40   0.60 238.98
  1.25  -2.40   0.80 234.51
  1.25  -2.40   1.00 170.44
  1.50  -2.40   0.20 143.64
  1.50  -2.40   0.40 210.60
  1.50  -2.40   0.60 171.43
  1.50  -2.40   0.80 196.06
  1.50  -2.40   1.00 130.64
  1.70  -2.40   0.20 111.42
  1.70  -2.40   0.40 131.65
  1.70  -2.40   0.60 164.50
  1.70  -2.40   0.80 161.77
  1.70  -2.40   1.00 127.29
  1.90  -2.40   0.20 107.79
  1.90  -2.40   0.40 116.92
  1.90  -2.40   0.60 128.38
  1.90  -2.40   0.80 119.43
  1.90  -2.40   1.00 108.27
  0.10  -2.10   0.20 816.81
  0.10  -2.10   0.40 711.91
  0.10  -2.10   0.60 611.62
  0.10  -2.10   0.80 519.66
  0.10  -2.10   1.00 377.61
  0.30  -2.10   0.20 779.98
  0.30  -2.10   0.40 554.56
  0.30  -2.10   0.60 481.31
  0.30  -2.10   0.80 514.25
  0.30  -2.10   1.00 298.83
  0.50  -2.10   0.20 494.76
  0.50  -2.10   0.40 341.49
  0.50  -2.10   0.60 408.02
  0.50  -2.10   0.80 436.47
  0.50  -2.10   1.00 267.95
  0.75  -2.10   0.20 216.64
  0.75  -2.10   0.40 287.47
  0.75  -2.10   0.60 300.49
  0.75  -2.10   0.80 338.59
  0.75  -2.10   1.00 246.05
  1.00  -2.10   0.20 202.13
  1.00  -2.10   0.40 250.07
  1.00  -2.10   0.60 272.92
  1.00  -2.10   0.80 282.54
  1.00  -2.10   1.00 212.16
  1.25  -2.10   0.20 173.55
  1.25  -2.10   0.40 230.54
  1.25  -2.10   0.60 216.77
  1.25  -2.10   0.80 252.23
  1.25  -2.10   1.00 186.60
  1.50  -2.10   0.20 151.95
  1.50  -2.10   0.40 198.73
  1.50  -2.10   0.60 194.71
  1.50  -2.10   0.80 206.20
  1.50  -2.10   1.00 150.58
  1.70  -2.10   0.20 136.44
  1.70  -2.10   0.40 163.15
  1.70  -2.10   0.60 165.19
  1.70  -2.10   0.80 167.91
  1.70  -2.10   1.00 129.90
  1.90  -2.10   0.20 111.18
  1.90  -2.10   0.40 130.03
  1.90  -2.10   0.60 124.60
  1.90  -2.10   0.80 135.69
  1.90  -2.10   1.00 113.44
  0.10  -1.80   0.20 759.90
  0.10  -1.80   0.40 667.50
  0.10  -1.80   0.60 581.76
  0.10  -1.80   0.80 482.21
  0.10  -1.80   1.00 265.09
  0.30  -1.80   0.20 748.86
  0.30  -1.80   0.40 491.49
  0.30  -1.80   0.60 465.66
  0.30  -1.80   0.80 461.55
  0.30  -1.80   1.00 224.33
  0.50  -1.80   0.20 526.88
  0.50  -1.80   0.40 349.23
  0.50  -1.80   0.60 324.69
  0.50  -1.80   0.80 381.14
  0.50  -1.80   1.00 213.25
  0.75  -1.80   0.20 239.25
  0.75  -1.80   0.40 296.62
  0.75  -1.80   0.60 328.24
  0.75  -1.80   0.80 354.95
  0.75  -1.80   1.00 196.56
  1.00  -1.80   0.20 206.14
  1.00  -1.80   0.40 262.75
  1.00  -1.80   0.60 288.51
  1.00  -1.80   0.80 288.98
  1.00  -1.80   1.00 173.42
  1.25  -1.80   0.20 200.37
  1.25  -1.80   0.40 233.17
  1.25  -1.80   0.60 265.28
  1.25  -1.80   0.80 262.74
  1.25  -1.80   1.00 147.03
  1.50  -1.80   0.20 155.89
  1.50  -1.80   0.40 234.85
  1.50  -1.80   0.60 229.97
  1.50  -1.80   0.80 225.84
  1.50  -1.80   1.00 129.28
  1.70  -1.80   0.20 142.58
  1.70  -1.80   0.40 176.94
  1.70  -1.80   0.60 179.29
  1.70  -1.80   0.80 184.00
  1.70  -1.80   1.00 117.81
  1.90  -1.80   0.20 118.45
  1.90  -1.80   0.40 144.37
  1.90  -1.80   0.60 138.29
  1.90  -1.80   0.80 125.57
  1.90  -1.80   1.00 101.83
  0.75  -1.40   0.20 230.62
  0.75  -1.40   0.40 233.51
  0.75  -1.40   0.60 281.29
  0.75  -1.40   0.80 285.06
  0.75  -1.40   1.00 157.12
  1.00  -1.40   0.20 184.17
  1.00  -1.40   0.40 237.12
  1.00  -1.40   0.60 300.49
  1.00  -1.40   0.80 276.45
  1.00  -1.40   1.00 151.82
  1.25  -1.40   0.20 184.09
  1.25  -1.40   0.40 243.16
  1.25  -1.40   0.60 258.06
  1.25  -1.40   0.80 244.30
  1.25  -1.40   1.00 148.15
  0.10  -1.00   0.20 583.44
  0.10  -1.00   0.40 486.20
  0.10  -1.00   0.60 393.25
  0.10  -1.00   0.80 387.53
  0.10  -1.00   1.00 207.35
  0.30  -1.00   0.20 610.61
  0.30  -1.00   0.40 436.15
  0.30  -1.00   0.60 360.36
  0.30  -1.00   0.80 364.65
  0.30  -1.00   1.00 174.46
  0.50  -1.00   0.20 413.27
  0.50  -1.00   0.40 284.57
  0.50  -1.00   0.60 284.57
  0.50  -1.00   0.80 336.05
  0.50  -1.00   1.00 183.04
  0.75  -1.00   0.20 185.90
  0.75  -1.00   0.40 195.91
  0.75  -1.00   0.60 243.10
  0.75  -1.00   0.80 288.86
  0.75  -1.00   1.00 161.59
  1.00  -1.00   0.20 173.03
  1.00  -1.00   0.40 238.81
  1.00  -1.00   0.60 238.81
  1.00  -1.00   0.80 267.41
  1.00  -1.00   1.00 168.74
  1.25  -1.00   0.20 177.32
  1.25  -1.00   0.40 231.66
  1.25  -1.00   0.60 248.82
  1.25  -1.00   0.80 251.68
  1.25  -1.00   1.00 161.59
  1.50  -1.00   0.20 161.59
  1.50  -1.00   0.40 204.49
  1.50  -1.00   0.60 231.66
  1.50  -1.00   0.80 227.37
  1.50  -1.00   1.00 140.00
  1.70  -1.00   0.20 137.85
  1.70  -1.00   0.40 168.74
  1.70  -1.00   0.60 204.49
  1.70  -1.00   0.80 188.76
  1.70  -1.00   1.00 123.12
  1.90  -1.00   0.20 118.26
  1.90  -1.00   0.40 145.86
  1.90  -1.00   0.60 155.87
  1.90  -1.00   0.80 142.28
  1.90  -1.00   1.00 109.39
  0.10  -0.70   0.20 575.27
  0.10  -0.70   0.40 453.98
  0.10  -0.70   0.60 390.53
  0.10  -0.70   0.80 327.91
  0.10  -0.70   1.00 232.36
  0.30  -0.70   0.20 625.49
  0.30  -0.70   0.40 412.81
  0.30  -0.70   0.60 334.87
  0.30  -0.70   0.80 311.61
  0.30  -0.70   1.00 189.57
  0.50  -0.70   0.20 434.91
  0.50  -0.70   0.40 235.15
  0.50  -0.70   0.60 249.31
  0.50  -0.70   0.80 273.11
  0.50  -0.70   1.00 177.94
  0.75  -0.70   0.20 173.72
  0.75  -0.70   0.40 164.87
  0.75  -0.70   0.60 230.01
  0.75  -0.70   0.80 264.17
  0.75  -0.70   1.00 170.15
  1.00  -0.70   0.20 147.46
  1.00  -0.70   0.40 182.57
  1.00  -0.70   0.60 215.87
  1.00  -0.70   0.80 263.09
  1.00  -0.70   1.00 157.25
  1.25  -0.70   0.20 163.34
  1.25  -0.70   0.40 200.36
  1.25  -0.70   0.60 243.86
  1.25  -0.70   0.80 257.54
  1.25  -0.70   1.00 142.78
  1.50  -0.70   0.20 149.34
  1.50  -0.70   0.40 200.98
  1.50  -0.70   0.60 221.81
  1.50  -0.70   0.80 227.28
  1.50  -0.70   1.00 134.44
  1.70  -0.70   0.20 141.39
  1.70  -0.70   0.40 184.35
  1.70  -0.70   0.60 187.38
  1.70  -0.70   0.80 161.66
  1.70  -0.70   1.00 127.51
  1.90  -0.70   0.20 127.43
  1.90  -0.70   0.40 138.76
  1.90  -0.70   0.60 135.25
  1.90  -0.70   0.80 115.68
  1.90  -0.70   1.00 108.33
  0.10  -0.50   0.20 493.35
  0.10  -0.50   0.40 388.96
  0.10  -0.50   0.60 323.18
  0.10  -0.50   0.80 304.59
  0.10  -0.50   1.00 194.48
  0.30  -0.50   0.20 480.48
  0.30  -0.50   0.40 313.17
  0.30  -0.50   0.60 264.55
  0.30  -0.50   0.80 237.38
  0.30  -0.50   1.00 155.87
  0.50  -0.50   0.20 298.87
  0.50  -0.50   0.40 178.75
  0.50  -0.50   0.60 190.19
  0.50  -0.50   0.80 223.08
  0.50  -0.50   1.00 155.87
  0.75  -0.50   0.20 145.86
  0.75  -0.50   0.40 144.43
  0.75  -0.50   0.60 184.47
  0.75  -0.50   0.80 184.47
  0.75  -0.50   1.00 135.42
  1.00  -0.50   0.20 151.58
  1.00  -0.50   0.40 175.89
  1.00  -0.50   0.60 175.89
  1.00  -0.50   0.80 194.48
  1.00  -0.50   1.00 133.42
  1.25  -0.50   0.20 148.72
  1.25  -0.50   0.40 167.31
  1.25  -0.50   0.60 177.32
  1.25  -0.50   0.80 173.03
  1.25  -0.50   1.00 127.41
  1.50  -0.50   0.20 139.14
  1.50  -0.50   0.40 188.76
  1.50  -0.50   0.60 187.33
  1.50  -0.50   0.80 171.60
  1.50  -0.50   1.00 110.11
  1.70  -0.50   0.20 128.27
  1.70  -0.50   0.40 147.29
  1.70  -0.50   0.60 161.59
  1.70  -0.50   0.80 153.01
  1.70  -0.50   1.00 109.39
  1.90  -0.50   0.20 122.55
  1.90  -0.50   0.40 131.42
  1.90  -0.50   0.60 110.11
  1.90  -0.50   0.80 118.55
  1.90  -0.50   1.00  81.37
  0.10  -0.30   0.20 494.78
  0.10  -0.30   0.40 400.40
  0.10  -0.30   0.60 341.77
  0.10  -0.30   0.80 291.72
  0.10  -0.30   1.00 208.78
  0.30  -0.30   0.20 470.47
  0.30  -0.30   0.40 317.46
  0.30  -0.30   0.60 260.26
  0.30  -0.30   0.80 275.99
  0.30  -0.30   1.00 175.89
  0.50  -0.30   0.20 291.72
  0.50  -0.30   0.40 201.63
  0.50  -0.30   0.60 205.92
  0.50  -0.30   0.80 241.67
  0.50  -0.30   1.00 147.29
  0.75  -0.30   0.20 150.15
  0.75  -0.30   0.40 158.73
  0.75  -0.30   0.60 185.90
  0.75  -0.30   0.80 180.18
  0.75  -0.30   1.00 140.71
  1.00  -0.30   0.20 138.85
  1.00  -0.30   0.40 151.58
  1.00  -0.30   0.60 177.32
  1.00  -0.30   0.80 170.17
  1.00  -0.30   1.00 120.83
  1.25  -0.30   0.20 131.70
  1.25  -0.30   0.40 155.87
  1.25  -0.30   0.60 161.59
  1.25  -0.30   0.80 154.44
  1.25  -0.30   1.00 113.54
  1.50  -0.30   0.20 107.68
  1.50  -0.30   0.40 139.42
  1.50  -0.30   0.60 142.00
  1.50  -0.30   0.80 151.58
  1.50  -0.30   1.00  99.10
  1.70  -0.30   0.20 104.53
  1.70  -0.30   0.40 125.27
  1.70  -0.30   0.60 123.27
  1.70  -0.30   0.80 123.69
  1.70  -0.30   1.00  99.10
  1.90  -0.30   0.20  93.24
  1.90  -0.30   0.40  94.81
  1.90  -0.30   0.60 100.81
  1.90  -0.30   0.80  96.10
  1.90  -0.30   1.00  80.51
  0.75   0.00   0.20 171.56
  0.75   0.00   0.40 191.94
  0.75   0.00   0.60 220.20
  0.75   0.00   0.80 205.43
  0.75   0.00   1.00 127.95
  1.00   0.00   0.20 163.88
  1.00   0.00   0.40 191.67
  1.00   0.00   0.60 216.86
  1.00   0.00   0.80 199.62
  1.00   0.00   1.00 120.21
  1.25   0.00   0.20 135.41
  1.25   0.00   0.40 168.05
  1.25   0.00   0.60 177.87
  1.25   0.00   0.80 169.05
  1.25   0.00   1.00 105.83
  0.10   0.50   0.20 649.18
  0.10   0.50   0.40 603.53
  0.10   0.50   0.60 532.68
  0.10   0.50   0.80 459.16
  0.10   0.50   1.00 292.38
  0.30   0.50   0.20 623.10
  0.30   0.50   0.40 470.74
  0.30   0.50   0.60 409.74
  0.30   0.50   0.80 429.40
  0.30   0.50   1.00 247.92
  0.50   0.50   0.20 371.35
  0.50   0.50   0.40 306.19
  0.50   0.50   0.60 331.36
  0.50   0.50   0.80 401.08
  0.50   0.50   1.00 220.50
  0.75   0.50   0.20 238.52
  0.75   0.50   0.40 274.59
  0.75   0.50   0.60 320.44
  0.75   0.50   0.80 348.95
  0.75   0.50   1.00 186.05
  1.00   0.50   0.20 209.94
  1.00   0.50   0.40 280.16
  1.00   0.50   0.60 280.16
  1.00   0.50   0.80 280.92
  1.00   0.50   1.00 177.63
  1.25   0.50   0.20 193.16
  1.25   0.50   0.40 273.22
  1.25   0.50   0.60 286.98
  1.25   0.50   0.80 252.45
  1.25   0.50   1.00 152.86
  1.50   0.50   0.20 172.28
  1.50   0.50   0.40 236.12
  1.50   0.50   0.60 221.11
  1.50   0.50   0.80 198.53
  1.50   0.50   1.00 130.80
  1.70   0.50   0.20 139.10
  1.70   0.50   0.40 177.18
  1.70   0.50   0.60 179.30
  1.70   0.50   0.80 159.30
  1.70   0.50   1.00 124.25
  1.90   0.50   0.20 108.30
  1.90   0.50   0.40 114.89
  1.90   0.50   0.60 127.04
  1.90   0.50   0.80 101.58
  1.90   0.50   1.00  96.12
  0.10   0.70   0.20 772.20
  0.10   0.70   0.40 634.92
  0.10   0.70   0.60 499.79
  0.10   0.70   0.80 510.51
  0.10   0.70   1.00 323.89
  0.30   0.70   0.20 667.10
  0.30   0.70   0.40 465.47
  0.30   0.70   0.60 461.18
  0.30   0.70   0.80 489.06
  0.30   0.70   1.00 250.97
  0.50   0.70   0.20 444.01
  0.50   0.70   0.40 330.33
  0.50   0.70   0.60 353.93
  0.50   0.70   0.80 411.84
  0.50   0.70   1.00 255.25
  0.75   0.70   0.20 250.97
  0.75   0.70   0.40 293.87
  0.75   0.70   0.60 338.91
  0.75   0.70   0.80 360.36
  0.75   0.70   1.00 233.81
  1.00   0.70   0.20 244.53
  1.00   0.70   0.40 278.21
  1.00   0.70   0.60 344.05
  1.00   0.70   0.80 338.91
  1.00   0.70   1.00 200.06
  1.25   0.70   0.20 214.50
  1.25   0.70   0.40 305.82
  1.25   0.70   0.60 328.19
  1.25   0.70   0.80 295.20
  1.25   0.70   1.00 181.58
  1.50   0.70   0.20 190.50
  1.50   0.70   0.40 246.36
  1.50   0.70   0.60 269.72
  1.50   0.70   0.80 248.48
  1.50   0.70   1.00 159.49
  1.70   0.70   0.20 158.30
  1.70   0.70   0.40 202.49
  1.70   0.70   0.60 216.62
  1.70   0.70   0.80 197.09
  1.70   0.70   1.00 132.52
  1.90   0.70   0.20 125.73
  1.90   0.70   0.40 136.56
  1.90   0.70   0.60 143.93
  1.90   0.70   0.80 133.80
  1.90   0.70   1.00 111.92
  0.10   1.00   0.20 811.23
  0.10   1.00   0.40 635.32
  0.10   1.00   0.60 592.20
  0.10   1.00   0.80 531.08
  0.10   1.00   1.00 322.16
  0.30   1.00   0.20 666.10
  0.30   1.00   0.40 427.22
  0.30   1.00   0.60 462.93
  0.30   1.00   0.80 487.23
  0.30   1.00   1.00 284.44
  0.50   1.00   0.20 370.97
  0.50   1.00   0.40 328.59
  0.50   1.00   0.60 368.06
  0.50   1.00   0.80 433.28
  0.50   1.00   1.00 272.01
  0.75   1.00   0.20 253.61
  0.75   1.00   0.40 313.97
  0.75   1.00   0.60 339.50
  0.75   1.00   0.80 412.27
  0.75   1.00   1.00 241.75
  1.00   1.00   0.20 252.48
  1.00   1.00   0.40 313.44
  1.00   1.00   0.60 331.39
  1.00   1.00   0.80 327.57
  1.00   1.00   1.00 209.52
  1.25   1.00   0.20 221.88
  1.25   1.00   0.40 296.03
  1.25   1.00   0.60 336.33
  1.25   1.00   0.80 273.39
  1.25   1.00   1.00 180.32
  1.50   1.00   0.20 193.33
  1.50   1.00   0.40 265.22
  1.50   1.00   0.60 293.47
  1.50   1.00   0.80 242.90
  1.50   1.00   1.00 151.85
  1.70   1.00   0.20 167.91
  1.70   1.00   0.40 202.73
  1.70   1.00   0.60 212.33
  1.70   1.00   0.80 191.01
  1.70   1.00   1.00 132.74
  1.90   1.00   0.20 126.95
  1.90   1.00   0.40 136.76
  1.90   1.00   0.60 138.58
  1.90   1.00   0.80 128.49
  1.90   1.00   1.00 106.94
  0.10   1.18   0.20 802.01
  0.10   1.18   0.40 621.79
  0.10   1.18   0.60 529.23
  0.10   1.18   0.80 548.42
  0.10   1.18   1.00 262.78
  0.30   1.18   0.20 694.04
  0.30   1.18   0.40 448.73
  0.30   1.18   0.60 451.28
  0.30   1.18   0.80 498.47
  0.30   1.18   1.00 245.60
  0.50   1.18   0.20 396.78
  0.50   1.18   0.40 325.42
  0.50   1.18   0.60 360.47
  0.50   1.18   0.80 426.84
  0.50   1.18   1.00 232.16
  0.75   1.18   0.20 250.65
  0.75   1.18   0.40 308.06
  0.75   1.18   0.60 306.04
  0.75   1.18   0.80 387.94
  0.75   1.18   1.00 208.05
  1.00   1.18   0.20 237.28
  1.00   1.18   0.40 285.84
  1.00   1.18   0.60 333.63
  1.00   1.18   0.80 300.79
  1.00   1.18   1.00 185.38
  1.25   1.18   0.20 242.35
  1.25   1.18   0.40 271.81
  1.25   1.18   0.60 307.67
  1.25   1.18   0.80 281.82
  1.25   1.18   1.00 165.92
  1.50   1.18   0.20 185.43
  1.50   1.18   0.40 252.08
  1.50   1.18   0.60 269.21
  1.50   1.18   0.80 232.16
  1.50   1.18   1.00 130.58
  1.70   1.18   0.20 158.83
  1.70   1.18   0.40 203.11
  1.70   1.18   0.60 225.93
  1.70   1.18   0.80 181.84
  1.70   1.18   1.00 120.69
  1.90   1.18   0.20 124.14
  1.90   1.18   0.40 137.68
  1.90   1.18   0.60 127.96
  1.90   1.18   0.80 117.12
  1.90   1.18   1.00  92.27
  0.75   1.50   0.20 223.82
  0.75   1.50   0.40 272.44
  0.75   1.50   0.60 248.95
  0.75   1.50   0.80 297.47
  0.75   1.50   1.00 151.81
  1.00   1.50   0.20 177.03
  1.00   1.50   0.40 271.18
  1.00   1.50   0.60 261.02
  1.00   1.50   0.80 274.54
  1.00   1.50   1.00 144.43
  1.25   1.50   0.20 171.15
  1.25   1.50   0.40 271.18
  1.25   1.50   0.60 247.98
  1.25   1.50   0.80 165.68
  1.25   1.50   1.00 115.31
  0.10   1.80   0.20 524.81
  0.10   1.80   0.40 444.73
  0.10   1.80   0.60 293.15
  0.10   1.80   0.80 250.25
  0.10   1.80   1.00 213.07
  0.30   1.80   0.20 524.81
  0.30   1.80   0.40 357.50
  0.30   1.80   0.60 254.54
  0.30   1.80   0.80 288.86
  0.30   1.80   1.00 178.75
  0.50   1.80   0.20 291.72
  0.50   1.80   0.40 224.51
  0.50   1.80   0.60 215.93
  0.50   1.80   0.80 235.95
  0.50   1.80   1.00 170.17
  0.75   1.80   0.20 154.44
  0.75   1.80   0.40 200.20
  0.75   1.80   0.60 205.92
  0.75   1.80   0.80 205.92
  0.75   1.80   1.00 135.56
  1.00   1.80   0.20 142.28
  1.00   1.80   0.40 201.63
  1.00   1.80   0.60 198.77
  1.00   1.80   0.80 203.06
  1.00   1.80   1.00 120.83
  1.25   1.80   0.20 150.15
  1.25   1.80   0.40 154.44
  1.25   1.80   0.60 224.51
  1.25   1.80   0.80 188.76
  1.25   1.80   1.00 125.12
  1.50   1.80   0.20 100.39
  1.50   1.80   0.40 142.57
  1.50   1.80   0.60 157.30
  1.50   1.80   0.80 161.59
